,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[6971],-0.015,0.045,-0.097,0.069,0.0,0.001,17355.0,6355.0,1.0
mu[6972],-0.129,0.045,-0.215,-0.047,0.0,0.001,17432.0,6470.0,1.0
mu[6973],-0.12,0.045,-0.205,-0.038,0.0,0.001,17474.0,6115.0,1.0
mu[6974],-0.053,0.046,-0.142,0.029,0.0,0.001,17949.0,6070.0,1.0
mu[6975],-0.08,0.045,-0.163,0.007,0.0,0.001,17521.0,6159.0,1.0
mu[6976],-0.176,0.051,-0.267,-0.077,0.0,0.001,16846.0,6172.0,1.0
mu[6977],0.039,0.045,-0.04,0.129,0.0,0.001,16113.0,5747.0,1.0
mu[6978],-0.076,0.044,-0.158,0.008,0.0,0.001,16904.0,6655.0,1.0
mu[6979],-0.132,0.045,-0.214,-0.047,0.0,0.001,18353.0,5808.0,1.0
mu[6980],-0.121,0.045,-0.208,-0.041,0.0,0.001,17257.0,6754.0,1.0
mu[6981],-0.058,0.045,-0.143,0.024,0.0,0.001,16700.0,6091.0,1.0
mu[6982],0.039,0.045,-0.048,0.12,0.0,0.001,17685.0,6002.0,1.0
mu[6983],0.046,0.044,-0.038,0.125,0.0,0.001,15689.0,6201.0,1.0
mu[6984],-0.127,0.045,-0.21,-0.043,0.0,0.001,16210.0,6154.0,1.0
mu[6985],-0.051,0.045,-0.133,0.038,0.0,0.001,16611.0,6194.0,1.0
mu[6986],0.022,0.046,-0.065,0.109,0.0,0.001,16437.0,6503.0,1.0
mu[6987],-0.062,0.051,-0.162,0.031,0.0,0.001,17551.0,6288.0,1.0
mu[6988],-0.012,0.045,-0.096,0.074,0.0,0.001,15152.0,6155.0,1.0
mu[6989],-0.037,0.045,-0.124,0.043,0.0,0.001,17448.0,5768.0,1.0
mu[6990],-0.012,0.045,-0.097,0.073,0.0,0.001,15858.0,5977.0,1.0
mu[6991],-0.084,0.046,-0.169,0.003,0.0,0.001,15103.0,5823.0,1.0
mu[6992],-0.129,0.045,-0.213,-0.043,0.0,0.001,15703.0,5498.0,1.0
mu[6993],-0.027,0.045,-0.109,0.058,0.0,0.001,16918.0,5497.0,1.0
mu[6994],-0.057,0.045,-0.14,0.028,0.0,0.001,16981.0,5825.0,1.0
mu[6995],-0.016,0.046,-0.102,0.07,0.0,0.001,18522.0,5524.0,1.0
mu[6996],-0.131,0.046,-0.219,-0.046,0.0,0.001,16864.0,6161.0,1.0
mu[6997],0.038,0.051,-0.055,0.137,0.0,0.001,15890.0,6056.0,1.0
mu[6998],0.0,0.046,-0.084,0.088,0.0,0.001,17722.0,6203.0,1.0
mu[6999],-0.102,0.046,-0.181,-0.01,0.0,0.001,16211.0,5884.0,1.0
mu[7000],0.105,0.046,0.02,0.194,0.0,0.001,16669.0,6483.0,1.0
mu[7001],-0.084,0.045,-0.171,-0.003,0.0,0.001,16954.0,6523.0,1.0
mu[7002],-0.1,0.045,-0.183,-0.017,0.0,0.001,16496.0,5878.0,1.0
mu[7003],-0.047,0.051,-0.141,0.049,0.0,0.001,16456.0,6661.0,1.0
mu[7004],-0.012,0.045,-0.098,0.071,0.0,0.001,16820.0,5387.0,1.0
mu[7005],-0.068,0.046,-0.157,0.018,0.0,0.001,16259.0,6033.0,1.0
mu[7006],0.158,0.045,0.074,0.244,0.0,0.001,15858.0,6128.0,1.0
mu[7007],0.093,0.046,0.007,0.178,0.0,0.001,16416.0,5856.0,1.0
mu[7008],0.068,0.051,-0.029,0.165,0.0,0.001,16398.0,5742.0,1.0
mu[7009],0.009,0.046,-0.073,0.099,0.0,0.001,17563.0,6084.0,1.0
mu[7010],-0.123,0.045,-0.206,-0.039,0.0,0.001,16991.0,5887.0,1.0
mu[7011],-0.042,0.051,-0.139,0.055,0.0,0.001,15851.0,6432.0,1.0
mu[7012],-0.121,0.045,-0.206,-0.037,0.0,0.001,17514.0,5431.0,1.0
mu[7013],-0.089,0.045,-0.174,-0.005,0.0,0.001,16431.0,6536.0,1.0
mu[7014],0.094,0.046,0.008,0.18,0.0,0.001,14179.0,5655.0,1.0
mu[7015],-0.084,0.051,-0.18,0.014,0.0,0.001,15550.0,6280.0,1.0
mu[7016],-0.021,0.046,-0.108,0.063,0.0,0.001,18544.0,5768.0,1.0
mu[7017],-0.046,0.045,-0.126,0.041,0.0,0.001,15806.0,5975.0,1.0
mu[7018],0.057,0.045,-0.027,0.141,0.0,0.001,16284.0,5549.0,1.0
mu[7019],0.012,0.045,-0.077,0.092,0.0,0.001,15957.0,5859.0,1.0
mu[7020],0.055,0.045,-0.025,0.142,0.0,0.001,18265.0,5979.0,1.0
mu[7021],0.01,0.045,-0.076,0.094,0.0,0.001,15807.0,5527.0,1.0
mu[7022],0.129,0.045,0.048,0.215,0.0,0.001,16720.0,5621.0,1.0
mu[7023],-0.049,0.044,-0.13,0.035,0.0,0.001,15679.0,5515.0,1.0
mu[7024],0.297,0.045,0.211,0.381,0.0,0.001,14585.0,6084.0,1.0
mu[7025],-0.079,0.046,-0.164,0.007,0.0,0.001,16382.0,6416.0,1.0
mu[7026],-0.074,0.052,-0.172,0.021,0.0,0.001,17000.0,6968.0,1.0
mu[7027],-0.064,0.045,-0.148,0.02,0.0,0.001,15181.0,5987.0,1.0
mu[7028],-0.069,0.046,-0.154,0.017,0.0,0.001,17188.0,5010.0,1.0
mu[7029],-0.057,0.045,-0.144,0.024,0.0,0.001,16877.0,5465.0,1.0
mu[7030],0.185,0.051,0.089,0.282,0.0,0.001,16106.0,6444.0,1.0
mu[7031],-0.039,0.045,-0.121,0.049,0.0,0.001,16847.0,5470.0,1.0
mu[7032],-0.078,0.045,-0.162,0.007,0.0,0.001,16829.0,6288.0,1.0
mu[7033],-0.109,0.045,-0.195,-0.025,0.0,0.001,16892.0,5453.0,1.0
mu[7034],-0.082,0.045,-0.166,0.002,0.0,0.001,17720.0,5492.0,1.0
mu[7035],-0.058,0.046,-0.143,0.026,0.0,0.001,16789.0,5735.0,1.0
mu[7036],0.003,0.052,-0.095,0.102,0.0,0.001,16696.0,6675.0,1.0
mu[7037],-0.153,0.046,-0.242,-0.07,0.0,0.001,17124.0,5616.0,1.0
mu[7038],-0.056,0.046,-0.141,0.029,0.0,0.001,16143.0,5439.0,1.0
mu[7039],0.301,0.046,0.217,0.386,0.0,0.001,14222.0,6390.0,1.0
mu[7040],-0.089,0.045,-0.176,-0.007,0.0,0.001,17327.0,5205.0,1.0
mu[7041],0.131,0.045,0.044,0.211,0.0,0.001,16924.0,5934.0,1.0
mu[7042],-0.062,0.045,-0.145,0.021,0.0,0.001,15290.0,6076.0,1.0
mu[7043],-0.072,0.045,-0.161,0.009,0.0,0.001,16154.0,5923.0,1.0
mu[7044],-0.124,0.044,-0.206,-0.039,0.0,0.001,16194.0,5512.0,1.0
mu[7045],-0.165,0.045,-0.251,-0.083,0.0,0.001,17000.0,6125.0,1.0
mu[7046],-0.115,0.045,-0.198,-0.03,0.0,0.001,16577.0,5463.0,1.0
mu[7047],-0.045,0.051,-0.14,0.053,0.0,0.001,15398.0,6475.0,1.0
mu[7048],0.001,0.045,-0.083,0.082,0.0,0.001,16119.0,5784.0,1.0
mu[7049],0.022,0.051,-0.077,0.118,0.0,0.001,15880.0,6222.0,1.0
mu[7050],-0.081,0.045,-0.166,0.005,0.0,0.001,16591.0,5816.0,1.0
mu[7051],0.093,0.045,0.003,0.173,0.0,0.001,17678.0,5869.0,1.0
mu[7052],-0.023,0.045,-0.106,0.061,0.0,0.001,15459.0,6445.0,1.0
mu[7053],0.129,0.046,0.047,0.218,0.0,0.001,15626.0,6379.0,1.0
mu[7054],-0.035,0.045,-0.12,0.051,0.0,0.001,15970.0,5877.0,1.0
mu[7055],-0.182,0.046,-0.27,-0.097,0.0,0.001,17104.0,5915.0,1.0
mu[7056],0.098,0.051,-0.005,0.187,0.0,0.001,15115.0,6473.0,1.0
mu[7057],0.06,0.044,-0.025,0.14,0.0,0.001,15918.0,5589.0,1.0
mu[7058],-0.062,0.045,-0.147,0.018,0.0,0.001,15756.0,5945.0,1.0
mu[7059],-0.07,0.045,-0.157,0.013,0.0,0.001,16026.0,6095.0,1.0
mu[7060],-0.026,0.046,-0.115,0.054,0.0,0.001,17087.0,5906.0,1.0
mu[7061],-0.046,0.045,-0.131,0.038,0.0,0.001,15105.0,5905.0,1.0
mu[7062],-0.04,0.045,-0.126,0.042,0.0,0.001,15438.0,5530.0,1.0
mu[7063],0.025,0.045,-0.06,0.106,0.0,0.001,16273.0,5309.0,1.0
mu[7064],-0.031,0.045,-0.116,0.056,0.0,0.001,16203.0,6374.0,1.0
mu[7065],0.005,0.045,-0.079,0.09,0.0,0.001,17150.0,6114.0,1.0
mu[7066],0.06,0.045,-0.03,0.14,0.0,0.001,15180.0,6010.0,1.0
mu[7067],0.05,0.046,-0.035,0.137,0.0,0.001,14918.0,6148.0,1.0
mu[7068],-0.066,0.045,-0.15,0.018,0.0,0.001,17366.0,5420.0,1.0
mu[7069],-0.048,0.051,-0.141,0.054,0.0,0.001,15341.0,6277.0,1.0
mu[7070],0.006,0.052,-0.09,0.106,0.0,0.001,16534.0,6556.0,1.0
mu[7071],0.026,0.045,-0.06,0.109,0.0,0.001,18263.0,5459.0,1.0
mu[7072],0.207,0.045,0.118,0.287,0.0,0.001,15282.0,6045.0,1.0
mu[7073],0.33,0.046,0.245,0.415,0.0,0.001,16023.0,6127.0,1.0
mu[7074],0.084,0.046,-0.002,0.168,0.0,0.001,16819.0,6243.0,1.0
mu[7075],0.017,0.045,-0.067,0.102,0.0,0.001,17725.0,5427.0,1.0
mu[7076],0.014,0.044,-0.07,0.094,0.0,0.001,18392.0,5717.0,1.0
mu[7077],0.021,0.052,-0.077,0.117,0.0,0.001,17716.0,6145.0,1.0
mu[7078],-0.055,0.046,-0.138,0.03,0.0,0.001,17721.0,5505.0,1.0
mu[7079],-0.037,0.045,-0.12,0.045,0.0,0.001,16264.0,5200.0,1.0
mu[7080],0.016,0.045,-0.066,0.102,0.0,0.001,16446.0,5537.0,1.0
mu[7081],0.01,0.045,-0.071,0.099,0.0,0.001,16439.0,5816.0,1.0
mu[7082],-0.05,0.045,-0.136,0.033,0.0,0.001,16363.0,6043.0,1.0
mu[7083],-0.007,0.051,-0.101,0.09,0.0,0.001,17212.0,6180.0,1.0
mu[7084],0.034,0.045,-0.048,0.121,0.0,0.001,16375.0,5912.0,1.0
mu[7085],-0.025,0.046,-0.107,0.065,0.0,0.001,15685.0,6101.0,1.0
mu[7086],0.051,0.046,-0.035,0.138,0.0,0.001,17544.0,5350.0,1.0
mu[7087],-0.05,0.044,-0.129,0.034,0.0,0.001,15771.0,6095.0,1.0
mu[7088],0.081,0.045,-0.007,0.162,0.0,0.001,15693.0,6159.0,1.0
mu[7089],-0.078,0.045,-0.163,0.006,0.0,0.001,16397.0,6411.0,1.0
mu[7090],-0.08,0.045,-0.166,0.003,0.0,0.001,16569.0,6182.0,1.0
mu[7091],0.026,0.045,-0.056,0.112,0.0,0.001,15181.0,5471.0,1.0
mu[7092],-0.081,0.044,-0.168,0.001,0.0,0.001,17066.0,5383.0,1.0
mu[7093],-0.065,0.051,-0.165,0.028,0.0,0.001,16490.0,6505.0,1.0
mu[7094],-0.015,0.044,-0.097,0.068,0.0,0.001,17082.0,6098.0,1.0
mu[7095],-0.146,0.045,-0.232,-0.065,0.0,0.001,17325.0,5932.0,1.0
mu[7096],0.219,0.045,0.133,0.302,0.0,0.001,17010.0,6454.0,1.0
mu[7097],-0.001,0.045,-0.083,0.084,0.0,0.001,17877.0,6169.0,1.0
mu[7098],-0.002,0.045,-0.081,0.084,0.0,0.001,16962.0,5704.0,1.0
mu[7099],-0.118,0.045,-0.199,-0.03,0.0,0.001,15863.0,5726.0,1.0
mu[7100],-0.108,0.045,-0.19,-0.02,0.0,0.001,17419.0,5426.0,1.0
mu[7101],-0.04,0.045,-0.122,0.046,0.0,0.001,17765.0,5887.0,1.0
mu[7102],-0.068,0.046,-0.152,0.02,0.0,0.001,16122.0,6016.0,1.0
mu[7103],-0.161,0.051,-0.253,-0.059,0.0,0.001,15767.0,6328.0,1.0
mu[7104],0.052,0.045,-0.037,0.133,0.0,0.001,16300.0,5654.0,1.0
mu[7105],-0.063,0.044,-0.145,0.02,0.0,0.001,16548.0,6033.0,1.0
mu[7106],-0.12,0.045,-0.207,-0.036,0.0,0.001,16724.0,6162.0,1.0
mu[7107],-0.108,0.044,-0.191,-0.027,0.0,0.001,16742.0,6000.0,1.0
mu[7108],-0.045,0.044,-0.135,0.033,0.0,0.001,17233.0,5796.0,1.0
mu[7109],0.052,0.045,-0.034,0.135,0.0,0.001,16764.0,5507.0,1.0
mu[7110],0.06,0.045,-0.024,0.144,0.0,0.001,15769.0,6094.0,1.0
mu[7111],-0.114,0.045,-0.196,-0.03,0.0,0.001,15785.0,5823.0,1.0
mu[7112],-0.088,0.045,-0.176,-0.005,0.0,0.001,16441.0,6048.0,1.0
mu[7113],-0.015,0.046,-0.099,0.074,0.0,0.001,16577.0,6244.0,1.0
mu[7114],-0.102,0.051,-0.193,0.001,0.0,0.001,15597.0,6952.0,1.0
mu[7115],-0.044,0.046,-0.13,0.04,0.0,0.001,13925.0,5982.0,1.0
mu[7116],-0.069,0.045,-0.155,0.012,0.0,0.001,15712.0,5286.0,1.0
mu[7117],-0.049,0.046,-0.138,0.032,0.0,0.001,16529.0,5692.0,1.0
mu[7118],-0.121,0.045,-0.205,-0.037,0.0,0.001,15556.0,6151.0,1.0
mu[7119],-0.166,0.045,-0.248,-0.081,0.0,0.001,15070.0,6324.0,1.0
mu[7120],-0.059,0.045,-0.143,0.022,0.0,0.001,15493.0,6126.0,1.0
mu[7121],-0.09,0.045,-0.175,-0.005,0.0,0.001,17980.0,6118.0,1.0
mu[7122],-0.053,0.047,-0.14,0.033,0.0,0.001,17217.0,6367.0,1.0
mu[7123],-0.169,0.045,-0.255,-0.085,0.0,0.001,16021.0,5245.0,1.0
mu[7124],-0.002,0.051,-0.096,0.096,0.0,0.001,15061.0,6623.0,1.0
mu[7125],-0.037,0.046,-0.122,0.049,0.0,0.001,18112.0,5969.0,1.0
mu[7126],-0.14,0.045,-0.228,-0.059,0.0,0.001,16340.0,6123.0,1.0
mu[7127],0.068,0.046,-0.019,0.153,0.0,0.001,18092.0,5677.0,1.0
mu[7128],-0.121,0.046,-0.208,-0.033,0.0,0.001,18030.0,5145.0,1.0
mu[7129],-0.133,0.044,-0.214,-0.047,0.0,0.001,14959.0,5909.0,1.0
mu[7130],-0.087,0.052,-0.18,0.014,0.0,0.001,15444.0,6543.0,1.0
mu[7131],-0.044,0.046,-0.131,0.039,0.0,0.001,15342.0,6012.0,1.0
mu[7132],-0.105,0.046,-0.19,-0.019,0.0,0.001,16298.0,6440.0,1.0
mu[7133],0.121,0.046,0.032,0.202,0.0,0.001,16891.0,5043.0,1.0
mu[7134],0.055,0.046,-0.033,0.139,0.0,0.001,16444.0,6103.0,1.0
mu[7135],0.029,0.052,-0.063,0.129,0.0,0.001,15171.0,6074.0,1.0
mu[7136],-0.028,0.046,-0.117,0.056,0.0,0.001,18453.0,5921.0,1.0
mu[7137],-0.16,0.045,-0.244,-0.077,0.0,0.001,17401.0,5798.0,1.0
mu[7138],-0.082,0.052,-0.177,0.014,0.0,0.001,15198.0,6458.0,1.0
mu[7139],-0.159,0.046,-0.245,-0.071,0.0,0.001,17585.0,5995.0,1.0
mu[7140],-0.126,0.046,-0.212,-0.039,0.0,0.001,15690.0,5792.0,1.0
mu[7141],0.057,0.046,-0.033,0.14,0.0,0.001,15445.0,5287.0,1.0
mu[7142],-0.123,0.051,-0.218,-0.024,0.0,0.001,15622.0,6170.0,1.0
mu[7143],-0.053,0.045,-0.136,0.035,0.0,0.001,17399.0,5958.0,1.0
mu[7144],-0.079,0.046,-0.167,0.007,0.0,0.001,16024.0,6086.0,1.0
mu[7145],0.02,0.046,-0.066,0.105,0.0,0.001,16636.0,5874.0,1.0
mu[7146],-0.026,0.046,-0.109,0.06,0.0,0.001,18153.0,5377.0,1.0
mu[7147],0.022,0.046,-0.06,0.109,0.0,0.001,16297.0,6369.0,1.0
mu[7148],-0.023,0.045,-0.108,0.059,0.0,0.001,14970.0,6053.0,1.0
mu[7149],0.097,0.045,0.016,0.184,0.0,0.001,14360.0,5542.0,1.0
mu[7150],-0.081,0.045,-0.169,0.0,0.0,0.001,16921.0,6694.0,1.0
mu[7151],0.26,0.045,0.176,0.345,0.0,0.001,15397.0,6506.0,1.0
mu[7152],-0.117,0.046,-0.2,-0.03,0.0,0.001,16849.0,6007.0,1.0
mu[7153],-0.113,0.051,-0.203,-0.011,0.0,0.001,14347.0,6430.0,1.0
mu[7154],-0.097,0.044,-0.182,-0.014,0.0,0.001,15974.0,6153.0,1.0
mu[7155],-0.106,0.045,-0.188,-0.02,0.0,0.001,16541.0,5899.0,1.0
mu[7156],-0.089,0.045,-0.168,0.0,0.0,0.001,16497.0,5532.0,1.0
mu[7157],0.145,0.051,0.05,0.242,0.0,0.001,14453.0,6518.0,1.0
mu[7158],-0.077,0.045,-0.16,0.007,0.0,0.001,16123.0,6632.0,1.0
mu[7159],-0.115,0.045,-0.197,-0.03,0.0,0.001,16845.0,6203.0,1.0
mu[7160],-0.146,0.045,-0.232,-0.065,0.0,0.001,16117.0,6482.0,1.0
mu[7161],-0.115,0.045,-0.202,-0.032,0.0,0.001,16895.0,5828.0,1.0
mu[7162],-0.09,0.046,-0.174,-0.0,0.0,0.001,16952.0,5558.0,1.0
mu[7163],-0.037,0.052,-0.133,0.06,0.0,0.001,16308.0,6602.0,1.0
mu[7164],-0.191,0.046,-0.275,-0.103,0.0,0.001,16516.0,6112.0,1.0
mu[7165],-0.094,0.046,-0.181,-0.007,0.0,0.001,16527.0,5131.0,1.0
mu[7166],0.264,0.046,0.177,0.348,0.0,0.001,15303.0,6045.0,1.0
mu[7167],-0.121,0.045,-0.202,-0.034,0.0,0.001,16193.0,5941.0,1.0
mu[7168],0.098,0.045,0.013,0.182,0.0,0.001,15801.0,6144.0,1.0
mu[7169],-0.099,0.046,-0.187,-0.018,0.0,0.001,16615.0,6035.0,1.0
mu[7170],-0.105,0.045,-0.19,-0.019,0.0,0.001,15346.0,6308.0,1.0
mu[7171],-0.156,0.045,-0.241,-0.073,0.0,0.001,16623.0,6201.0,1.0
mu[7172],-0.202,0.045,-0.292,-0.122,0.0,0.001,16812.0,5422.0,1.0
mu[7173],-0.148,0.046,-0.23,-0.058,0.0,0.001,16728.0,6042.0,1.0
mu[7174],-0.084,0.052,-0.186,0.011,0.0,0.001,14768.0,5898.0,1.0
mu[7175],-0.032,0.046,-0.114,0.057,0.0,0.001,14033.0,6144.0,1.0
mu[7176],-0.018,0.052,-0.116,0.078,0.0,0.001,14965.0,6566.0,1.0
mu[7177],-0.119,0.046,-0.206,-0.031,0.0,0.001,18238.0,6075.0,1.0
mu[7178],0.055,0.045,-0.026,0.142,0.0,0.001,17392.0,6615.0,1.0
mu[7179],-0.06,0.046,-0.144,0.028,0.0,0.001,18470.0,5957.0,1.0
mu[7180],0.091,0.046,0.007,0.178,0.0,0.001,16938.0,5285.0,1.0
mu[7181],-0.072,0.045,-0.157,0.013,0.0,0.001,17164.0,6199.0,1.0
mu[7182],-0.219,0.046,-0.304,-0.13,0.0,0.001,17546.0,5794.0,1.0
mu[7183],0.058,0.051,-0.037,0.154,0.0,0.001,16396.0,6732.0,1.0
mu[7184],0.027,0.046,-0.059,0.111,0.0,0.001,16164.0,6253.0,1.0
mu[7185],-0.095,0.045,-0.18,-0.009,0.0,0.001,15286.0,6058.0,1.0
mu[7186],-0.107,0.045,-0.196,-0.028,0.0,0.001,16735.0,5726.0,1.0
mu[7187],-0.063,0.046,-0.15,0.024,0.0,0.001,16525.0,5648.0,1.0
mu[7188],-0.083,0.046,-0.166,0.005,0.0,0.001,16012.0,5895.0,1.0
mu[7189],-0.078,0.045,-0.167,0.005,0.0,0.001,15115.0,6466.0,1.0
mu[7190],-0.007,0.045,-0.09,0.081,0.0,0.001,15646.0,6335.0,1.0
mu[7191],-0.068,0.045,-0.158,0.015,0.0,0.001,17374.0,6254.0,1.0
mu[7192],-0.028,0.046,-0.115,0.056,0.0,0.001,15391.0,6135.0,1.0
mu[7193],0.028,0.045,-0.057,0.11,0.0,0.001,15623.0,5699.0,1.0
mu[7194],0.013,0.046,-0.07,0.099,0.0,0.001,16828.0,6025.0,1.0
mu[7195],-0.099,0.045,-0.183,-0.011,0.0,0.001,18358.0,5968.0,1.0
mu[7196],-0.088,0.051,-0.181,0.014,0.0,0.001,14864.0,6691.0,1.0
mu[7197],-0.034,0.052,-0.132,0.063,0.0,0.001,14920.0,6586.0,1.0
mu[7198],-0.006,0.045,-0.091,0.078,0.0,0.001,15839.0,6279.0,1.0
mu[7199],0.174,0.046,0.09,0.261,0.0,0.001,16612.0,5795.0,1.0
mu[7200],0.293,0.046,0.205,0.375,0.0,0.001,15494.0,6119.0,1.0
mu[7201],0.047,0.045,-0.034,0.136,0.0,0.001,15944.0,6261.0,1.0
mu[7202],-0.015,0.046,-0.104,0.071,0.0,0.001,15316.0,5858.0,1.0
mu[7203],-0.019,0.045,-0.096,0.072,0.0,0.001,16512.0,5824.0,1.0
mu[7204],-0.018,0.052,-0.112,0.079,0.0,0.001,14594.0,6545.0,1.0
mu[7205],-0.092,0.045,-0.181,-0.011,0.0,0.001,18061.0,6027.0,1.0
mu[7206],-0.069,0.046,-0.154,0.017,0.0,0.001,14821.0,5212.0,1.0
mu[7207],-0.017,0.046,-0.1,0.071,0.0,0.001,15987.0,5947.0,1.0
mu[7208],-0.022,0.045,-0.108,0.061,0.0,0.001,15821.0,6251.0,1.0
mu[7209],-0.083,0.046,-0.171,0.0,0.0,0.001,16041.0,5834.0,1.0
mu[7210],-0.047,0.051,-0.144,0.048,0.0,0.001,15252.0,6662.0,1.0
mu[7211],-0.003,0.045,-0.087,0.082,0.0,0.001,16078.0,5703.0,1.0
mu[7212],-0.062,0.045,-0.151,0.019,0.0,0.001,17408.0,6095.0,1.0
mu[7213],0.019,0.045,-0.067,0.102,0.0,0.001,16397.0,6115.0,1.0
mu[7214],-0.087,0.045,-0.168,0.0,0.0,0.001,17572.0,5878.0,1.0
mu[7215],0.044,0.045,-0.041,0.131,0.0,0.001,16623.0,5977.0,1.0
mu[7216],-0.115,0.045,-0.201,-0.033,0.0,0.001,17479.0,6192.0,1.0
mu[7217],-0.113,0.045,-0.201,-0.03,0.0,0.001,15628.0,5738.0,1.0
mu[7218],-0.007,0.046,-0.098,0.075,0.0,0.001,14846.0,5455.0,1.0
mu[7219],-0.114,0.045,-0.199,-0.03,0.0,0.001,15845.0,6640.0,1.0
mu[7220],-0.105,0.052,-0.205,-0.01,0.0,0.001,16222.0,6767.0,1.0
mu[7221],-0.047,0.045,-0.13,0.039,0.0,0.001,16382.0,6480.0,1.0
mu[7222],-0.179,0.045,-0.269,-0.096,0.0,0.001,16334.0,5631.0,1.0
mu[7223],0.182,0.046,0.096,0.266,0.0,0.001,17156.0,6933.0,1.0
mu[7224],-0.034,0.046,-0.123,0.052,0.0,0.001,15434.0,4960.0,1.0
mu[7225],-0.034,0.045,-0.121,0.052,0.0,0.001,17068.0,5817.0,1.0
mu[7226],-0.155,0.045,-0.24,-0.07,0.0,0.001,16421.0,6294.0,1.0
mu[7227],-0.145,0.045,-0.23,-0.06,0.0,0.001,16338.0,6091.0,1.0
mu[7228],-0.073,0.045,-0.153,0.013,0.0,0.001,14937.0,6314.0,1.0
mu[7229],-0.106,0.046,-0.19,-0.017,0.0,0.001,16528.0,6183.0,1.0
mu[7230],-0.201,0.052,-0.294,-0.102,0.0,0.001,15665.0,6119.0,1.0
mu[7231],0.019,0.045,-0.065,0.105,0.0,0.001,15210.0,6121.0,1.0
mu[7232],-0.095,0.045,-0.178,-0.008,0.0,0.001,14917.0,5893.0,1.0
mu[7233],-0.157,0.045,-0.243,-0.072,0.0,0.001,18347.0,5758.0,1.0
mu[7234],-0.141,0.046,-0.227,-0.054,0.0,0.001,15395.0,6455.0,1.0
mu[7235],-0.077,0.046,-0.159,0.012,0.0,0.001,16324.0,5778.0,1.0
mu[7236],0.02,0.046,-0.069,0.104,0.0,0.001,15874.0,6121.0,1.0
mu[7237],0.027,0.044,-0.053,0.113,0.0,0.001,15268.0,6192.0,1.0
mu[7238],-0.146,0.045,-0.232,-0.063,0.0,0.001,14314.0,5608.0,1.0
mu[7239],-0.044,0.045,-0.131,0.037,0.0,0.001,15186.0,6877.0,1.0
mu[7240],0.028,0.045,-0.059,0.114,0.0,0.001,16009.0,5780.0,1.0
mu[7241],-0.061,0.051,-0.157,0.036,0.0,0.001,17055.0,6391.0,1.0
mu[7242],-0.008,0.044,-0.089,0.076,0.0,0.001,14030.0,5605.0,1.0
mu[7243],-0.033,0.044,-0.117,0.05,0.0,0.0,16163.0,6430.0,1.0
mu[7244],-0.005,0.045,-0.088,0.08,0.0,0.001,14765.0,5854.0,1.0
mu[7245],-0.078,0.046,-0.162,0.009,0.0,0.001,14827.0,6209.0,1.0
mu[7246],-0.123,0.045,-0.211,-0.04,0.0,0.001,14603.0,6533.0,1.0
mu[7247],-0.023,0.044,-0.102,0.064,0.0,0.001,15100.0,5719.0,1.0
mu[7248],-0.054,0.045,-0.138,0.031,0.0,0.001,15636.0,5982.0,1.0
mu[7249],-0.009,0.046,-0.102,0.073,0.0,0.001,16593.0,5149.0,1.0
mu[7250],-0.125,0.045,-0.209,-0.039,0.0,0.001,15954.0,5868.0,1.0
mu[7251],0.039,0.051,-0.057,0.137,0.0,0.001,16369.0,6720.0,1.0
mu[7252],0.007,0.045,-0.078,0.09,0.0,0.001,16839.0,6477.0,1.0
mu[7253],-0.096,0.045,-0.183,-0.015,0.0,0.001,17348.0,5885.0,1.0
mu[7254],0.112,0.046,0.027,0.197,0.0,0.001,15814.0,6216.0,1.0
mu[7255],-0.078,0.045,-0.162,0.007,0.0,0.001,17580.0,6618.0,1.0
mu[7256],-0.097,0.045,-0.177,-0.012,0.0,0.001,14488.0,6297.0,1.0
mu[7257],-0.046,0.051,-0.139,0.053,0.0,0.001,16579.0,6830.0,1.0
mu[7258],-0.008,0.045,-0.093,0.075,0.0,0.001,14849.0,6273.0,1.0
mu[7259],-0.061,0.045,-0.152,0.019,0.0,0.001,15557.0,5757.0,1.0
mu[7260],0.164,0.045,0.081,0.251,0.0,0.001,15836.0,6566.0,1.0
mu[7261],0.099,0.046,0.017,0.19,0.0,0.001,16525.0,6078.0,1.0
mu[7262],0.07,0.051,-0.025,0.168,0.0,0.001,17175.0,6601.0,1.0
mu[7263],0.015,0.045,-0.07,0.1,0.0,0.001,16326.0,6100.0,1.0
mu[7264],-0.117,0.044,-0.202,-0.037,0.0,0.001,15492.0,5533.0,1.0
mu[7265],-0.041,0.052,-0.136,0.056,0.0,0.001,15047.0,6216.0,1.0
mu[7266],-0.115,0.045,-0.202,-0.035,0.0,0.001,15894.0,5852.0,1.0
mu[7267],-0.082,0.045,-0.164,0.006,0.0,0.001,16042.0,6615.0,1.0
mu[7268],0.101,0.044,0.02,0.188,0.0,0.0,14379.0,6300.0,1.0
mu[7269],-0.082,0.051,-0.177,0.014,0.0,0.001,15903.0,6576.0,1.0
mu[7270],-0.017,0.045,-0.104,0.067,0.0,0.001,16868.0,6156.0,1.0
mu[7271],-0.043,0.046,-0.128,0.041,0.0,0.001,14733.0,5591.0,1.0
mu[7272],0.063,0.045,-0.023,0.145,0.0,0.001,17008.0,5311.0,1.0
mu[7273],0.018,0.045,-0.063,0.107,0.0,0.001,16536.0,5871.0,1.0
