,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
feature_deviation_obese_raw[ADIPOCYTES||Extracellular_Matrix_Signature],0.125,0.857,-1.498,1.739,0.009,0.01,9670.0,5798.0,1.0
feature_deviation_obese_raw[ADIPOCYTES||Inflammatory_Adipokine_Signature],-0.32,0.871,-1.956,1.365,0.008,0.011,11203.0,5278.0,1.0
feature_deviation_obese_raw[ADIPOCYTES||Lipid_Storage_Signature],0.172,0.865,-1.469,1.824,0.009,0.01,8879.0,6081.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Apoptosis_Regulation_Signature],-0.208,0.997,-2.132,1.62,0.008,0.014,17154.0,5439.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Autophagy_Regulation_Signature],-0.03,0.969,-1.93,1.715,0.008,0.013,15559.0,5859.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Cell_Migration_Signature],0.258,0.981,-1.669,2.058,0.008,0.012,14780.0,5686.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Collagen_Synthesis_Signature],0.066,0.98,-1.715,1.947,0.007,0.013,19053.0,5730.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Contractile_Phenotype_Signature],0.08,0.955,-1.656,1.924,0.007,0.012,16855.0,5976.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||ECM_Production_Signature],0.072,0.957,-1.664,1.934,0.008,0.014,15206.0,5157.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||ER_Stress_Response_Signature],-0.124,0.975,-1.979,1.672,0.008,0.012,16911.0,6147.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Elastin_Synthesis_Signature],-0.033,0.981,-1.898,1.843,0.008,0.013,15353.0,5420.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Fatty_Acid_Oxidation_Signature],-0.113,0.957,-1.893,1.732,0.007,0.013,16524.0,5817.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Fibroblast_Identity_Signature],-0.221,0.985,-2.02,1.644,0.008,0.012,15875.0,6179.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Fibrosis_Signature],0.022,0.977,-1.779,1.853,0.008,0.013,15304.0,5553.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Glycosaminoglycan_Synthesis_Signature],-0.305,0.992,-2.24,1.5,0.008,0.013,15294.0,5981.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Growth_Factor_Secretion_Signature],0.062,0.961,-1.708,1.908,0.007,0.014,17778.0,5276.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Hedgehog_Signaling_Signature],0.095,0.985,-1.766,1.9,0.008,0.014,15144.0,5402.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Inflammatory_Signature],-0.03,0.941,-1.85,1.697,0.008,0.012,15622.0,5877.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Insulin_Signaling_Dysregulation_Signature],-0.05,0.954,-1.879,1.721,0.008,0.013,16073.0,5879.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Lipid_Metabolism_Signature],0.151,0.975,-1.789,1.86,0.007,0.013,17883.0,5883.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||MAPK_Signaling_Signature],0.128,1.004,-1.805,1.929,0.007,0.013,18689.0,5502.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Matrix_Remodeling_Signature],-0.028,0.949,-1.765,1.781,0.007,0.012,16244.0,6060.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Mitochondrial_Function_Signature],-0.029,0.969,-1.816,1.847,0.007,0.012,18891.0,5791.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||NF_kB_Signaling_Signature],-0.174,1.001,-2.03,1.754,0.008,0.014,15023.0,5627.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Notch_Signaling_Signature],-0.062,0.974,-1.959,1.697,0.007,0.013,18561.0,5415.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||PI3K_AKT_Signaling_Signature],0.118,0.963,-1.674,1.935,0.008,0.013,13770.0,5190.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Proteoglycan_Synthesis_Signature],0.141,0.956,-1.716,1.843,0.008,0.012,15669.0,5960.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||TGF_Beta_Signaling_Signature],0.101,0.989,-1.737,1.943,0.008,0.014,15573.0,4826.0,1.0
feature_deviation_obese_raw[FIBROBLASTS||Wnt_Signaling_Signature],0.153,0.975,-1.703,1.984,0.008,0.013,15606.0,5897.0,1.0
feature_deviation_obese_raw[ICAF||Apoptosis_Regulation_Signature],-0.014,0.942,-1.77,1.783,0.008,0.012,15295.0,5377.0,1.0
feature_deviation_obese_raw[ICAF||Autophagy_Regulation_Signature],-0.134,0.947,-1.915,1.664,0.008,0.011,14382.0,6150.0,1.0
feature_deviation_obese_raw[ICAF||Cell_Proliferation_Signature],-0.299,0.969,-2.087,1.485,0.008,0.012,13759.0,6156.0,1.0
feature_deviation_obese_raw[ICAF||Chemokine_Production_Signature],-0.11,0.96,-1.919,1.679,0.007,0.013,17671.0,5625.0,1.0
feature_deviation_obese_raw[ICAF||ER_Stress_Response_Signature],0.107,0.954,-1.647,1.938,0.008,0.012,13387.0,6143.0,1.0
feature_deviation_obese_raw[ICAF||Hedgehog_Signaling_Signature],0.006,0.934,-1.765,1.727,0.007,0.012,16245.0,5821.0,1.0
feature_deviation_obese_raw[ICAF||Ion_Channel_Signature],0.146,0.957,-1.623,2.001,0.008,0.012,14795.0,5443.0,1.0
feature_deviation_obese_raw[ICAF||Lipid_Metabolism_Signature],-0.183,0.939,-1.877,1.617,0.007,0.012,15767.0,5962.0,1.0
feature_deviation_obese_raw[ICAF||Notch_Signaling_Signature],0.076,0.922,-1.692,1.771,0.008,0.012,12759.0,5844.0,1.0
feature_deviation_obese_raw[ICAF||Oxidative_Stress_Response_Signature],0.334,0.966,-1.536,2.062,0.008,0.012,14002.0,5957.0,1.0
feature_deviation_obese_raw[ICAF||Therapy_Resistance_Signature],0.059,0.962,-1.795,1.821,0.009,0.012,12571.0,6378.0,1.0
feature_deviation_obese_raw[ICAF||Wnt_Signaling_Signature],0.098,0.943,-1.657,1.865,0.008,0.011,13888.0,5922.0,1.0
feature_deviation_obese_raw[ICAF||mTOR_Signaling_Signature],-0.029,0.921,-1.83,1.637,0.007,0.013,19250.0,5781.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Adipokine_Signaling_Signature],-0.132,0.98,-1.978,1.661,0.007,0.014,18486.0,5161.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Apoptosis_Regulation_Signature],0.008,0.963,-1.912,1.741,0.008,0.013,14537.0,5473.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Autophagy_Regulation_Signature],-0.019,0.963,-1.835,1.783,0.007,0.013,17548.0,5652.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Beta_Cell_Identity_Signature],-0.033,0.963,-1.789,1.811,0.008,0.013,14192.0,5846.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Calcium_Handling_Signature],-0.034,0.976,-1.9,1.736,0.008,0.013,14986.0,5791.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Cell_Adhesion_Signature],0.08,0.972,-1.81,1.856,0.008,0.013,15798.0,5567.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Cell_Cycle_Control_Signature],0.139,0.972,-1.679,1.967,0.008,0.014,15339.0,5336.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Cell_Survival_Signature],0.033,0.949,-1.722,1.856,0.008,0.013,15963.0,5285.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Dedifferentiation_Signature],0.068,0.966,-1.672,1.952,0.008,0.012,15843.0,5808.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||ER_Homeostasis_Signature],-0.172,0.958,-1.945,1.646,0.007,0.012,17063.0,5224.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Glucagon_Signaling_Signature],0.002,1.002,-1.86,1.864,0.008,0.014,16205.0,5357.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Glucolipotoxicity_Signature],0.051,0.956,-1.744,1.803,0.008,0.013,14381.0,5688.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Hormone_Transport_Signature],0.056,0.953,-1.697,1.886,0.008,0.013,15763.0,5393.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Incretin_Response_Signature],0.023,0.972,-1.717,1.917,0.008,0.013,16651.0,5348.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Inflammatory_Response_Signature],-0.016,0.988,-1.961,1.715,0.007,0.014,18271.0,5421.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Lipid_Metabolism_Signature],0.008,0.956,-1.826,1.731,0.008,0.011,15219.0,6023.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Metabolic_Sensing_Signature],-0.22,0.977,-2.02,1.622,0.008,0.011,16755.0,6268.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Metabolic_Stress_Response_Signature],-0.018,0.986,-1.8,1.861,0.008,0.012,15918.0,6386.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Mitochondrial_Function_Signature],0.164,0.959,-1.578,2.023,0.008,0.012,15674.0,5299.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Oxidative_Stress_Defense_Signature],0.029,0.982,-1.722,1.982,0.007,0.013,17988.0,5984.0,1.0
feature_deviation_obese_raw[ISLET_ENDOCRINE||Senescence_Signature],-0.068,0.998,-1.885,1.853,0.008,0.012,14463.0,5928.0,1.0
feature_deviation_obese_raw[MAST||Degranulation_Program_Signature],0.045,0.82,-1.484,1.665,0.009,0.009,8085.0,6146.0,1.0
feature_deviation_obese_raw[MAST||Lipid_Metabolism_Dysregulation_Signature],-0.03,0.827,-1.546,1.596,0.009,0.01,8175.0,5926.0,1.0
feature_deviation_obese_raw[MYCAF||Angiogenesis_Support_Signature],-0.056,0.834,-1.668,1.527,0.009,0.012,8628.0,5725.0,1.0
feature_deviation_obese_raw[MYCAF||Notch_Signaling_Signature],-0.055,0.835,-1.579,1.629,0.009,0.01,7735.0,6090.0,1.0
feature_deviation_obese_raw[NEURAL||Neuropeptide_Signaling_Signature],0.517,0.771,-1.044,1.903,0.009,0.009,6838.0,5485.0,1.0
feature_deviation_obese_raw[NORMAL_DUCTAL||Adipokine_Response_Signature],-0.165,0.815,-1.657,1.42,0.009,0.01,8543.0,6224.0,1.0
feature_deviation_obese_raw[NORMAL_DUCTAL||Lipid_Metabolism_Signature],0.01,0.813,-1.537,1.531,0.009,0.009,7992.0,6457.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Adipokine_Response_Signature],-0.185,0.971,-2.041,1.643,0.008,0.013,14723.0,5223.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Apoptosis_Regulation_Signature],0.075,0.945,-1.695,1.826,0.007,0.012,17233.0,5732.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Calcium_Signaling_Signature],0.05,0.966,-1.78,1.808,0.008,0.012,16373.0,5455.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Complement_Activation_Signature],-0.102,0.962,-1.873,1.741,0.007,0.013,18964.0,5611.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||DNA_Repair_Signature],0.087,0.965,-1.698,1.926,0.008,0.012,15856.0,5690.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||ECM_Production_Signature],0.003,0.946,-1.714,1.832,0.008,0.012,15730.0,5571.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||ER_Stress_Response_Signature],0.117,0.998,-1.677,2.075,0.007,0.015,20010.0,5159.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Fatty_Acid_Oxidation_Signature],0.035,0.959,-1.764,1.836,0.008,0.012,16258.0,6014.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Hedgehog_Signaling_Signature],-0.221,0.975,-2.026,1.593,0.008,0.012,14267.0,5674.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Inflammatory_Response_Signature],-0.057,0.946,-1.852,1.699,0.007,0.012,18418.0,4998.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Lipid_Metabolism_Signature],0.187,0.967,-1.542,2.06,0.008,0.012,15689.0,5868.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||MAPK_Signaling_Signature],0.189,0.952,-1.64,1.956,0.007,0.012,17339.0,5978.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Metabolic_Dysfunction_Signature],-0.178,0.967,-1.994,1.648,0.007,0.013,17480.0,5612.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Mitochondrial_Function_Signature],0.118,0.973,-1.786,1.852,0.008,0.012,14401.0,6147.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Notch_Signaling_Signature],0.123,0.956,-1.731,1.879,0.008,0.013,15644.0,5992.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Oxidative_Stress_Response_Signature],0.211,0.964,-1.546,2.079,0.007,0.013,18108.0,6470.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Pericyte_Identity_Signature],-0.009,0.944,-1.732,1.806,0.008,0.011,15679.0,5939.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Smooth_Muscle_Contractility_Signature],-0.13,0.979,-1.998,1.679,0.008,0.013,14987.0,5820.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Type_I_Interferon_Response_Signature],-0.127,0.967,-1.848,1.748,0.008,0.012,14389.0,6379.0,1.0
feature_deviation_obese_raw[PERICYTES_SMC||Wnt_Signaling_Signature],-0.225,0.968,-1.987,1.642,0.008,0.013,13257.0,5697.0,1.0
feature_deviation_obese_raw[SCHWANN||Adipokine_Signaling_Signature],-0.192,0.981,-2.041,1.57,0.007,0.013,18899.0,4971.0,1.0
feature_deviation_obese_raw[SCHWANN||Autophagy_Regulation_Signature],-0.122,0.98,-1.98,1.708,0.008,0.014,15106.0,5268.0,1.0
feature_deviation_obese_raw[SCHWANN||Axonal_Support_Signature],0.027,0.97,-1.808,1.828,0.008,0.013,16377.0,5819.0,1.0
feature_deviation_obese_raw[SCHWANN||Calcium_Signaling_Signature],0.183,0.971,-1.582,2.003,0.007,0.012,16885.0,5518.0,1.0
feature_deviation_obese_raw[SCHWANN||Cell_Cycle_Control_Signature],-0.166,0.993,-2.003,1.716,0.007,0.014,20028.0,5363.0,1.0
feature_deviation_obese_raw[SCHWANN||Cholesterol_Synthesis_Signature],-0.074,0.957,-1.83,1.778,0.007,0.012,16689.0,5578.0,1.0
feature_deviation_obese_raw[SCHWANN||Dedifferentiation_Signature],0.073,0.962,-1.771,1.826,0.008,0.012,13665.0,5664.0,1.0
feature_deviation_obese_raw[SCHWANN||ECM_Production_Signature],-0.039,0.951,-1.81,1.739,0.007,0.013,16522.0,5082.0,1.0
feature_deviation_obese_raw[SCHWANN||ER_Stress_Response_Signature],-0.124,0.981,-1.961,1.702,0.007,0.012,17584.0,5730.0,1.0
feature_deviation_obese_raw[SCHWANN||Gap_Junction_Formation_Signature],-0.068,0.963,-1.951,1.657,0.008,0.012,16334.0,5656.0,1.0
feature_deviation_obese_raw[SCHWANN||Growth_Factor_Signaling_Signature],0.033,0.972,-1.702,1.937,0.008,0.014,16666.0,5118.0,1.0
feature_deviation_obese_raw[SCHWANN||Immune_Modulation_Signature],0.034,0.993,-1.861,1.862,0.008,0.013,15076.0,5549.0,1.0
feature_deviation_obese_raw[SCHWANN||Inflammatory_Response_Signature],-0.103,0.992,-2.072,1.652,0.007,0.013,17533.0,5517.0,1.0
feature_deviation_obese_raw[SCHWANN||JAK_STAT_Signaling_Signature],0.073,0.969,-1.792,1.817,0.007,0.014,19559.0,4975.0,1.0
feature_deviation_obese_raw[SCHWANN||Lipid_Metabolism_Signature],-0.075,0.962,-1.899,1.719,0.007,0.012,16829.0,6008.0,1.0
feature_deviation_obese_raw[SCHWANN||Metabolic_Support_Signature],-0.114,0.951,-1.945,1.697,0.007,0.013,18381.0,5528.0,1.0
feature_deviation_obese_raw[SCHWANN||Mitochondrial_Function_Signature],0.307,0.987,-1.538,2.164,0.008,0.012,15436.0,5704.0,1.0
feature_deviation_obese_raw[SCHWANN||Myelination_Dysfunction_Signature],-0.101,0.979,-1.863,1.777,0.008,0.013,16787.0,5718.0,1.0
feature_deviation_obese_raw[SCHWANN||Myelination_Program_Signature],-0.036,0.973,-1.814,1.803,0.008,0.012,15093.0,5939.0,1.0
feature_deviation_obese_raw[SCHWANN||Notch_Signaling_Signature],0.078,0.95,-1.693,1.876,0.007,0.014,16759.0,5039.0,1.0
feature_deviation_obese_raw[SCHWANN||Oxidative_Stress_Response_Signature],0.065,0.973,-1.716,1.95,0.008,0.013,15098.0,5560.0,1.0
feature_deviation_obese_raw[SCHWANN||Phagocytosis_Signature],0.382,0.994,-1.501,2.215,0.009,0.012,13586.0,6218.0,1.0
feature_deviation_obese_raw[SCHWANN||Pro_Migratory_Signature],0.067,0.977,-1.798,1.857,0.008,0.013,13637.0,5490.0,1.0
feature_deviation_obese_raw[SCHWANN||Remyelination_Signature],-0.064,0.97,-1.832,1.816,0.007,0.013,18125.0,5876.0,1.0
feature_deviation_obese_raw[SCHWANN||Tissue_Repair_Signature],-0.049,0.952,-1.791,1.766,0.008,0.013,15740.0,5419.0,1.0
feature_deviation_obese_raw[STELLATE||Chemokine_Network_Signature],-0.184,0.917,-1.864,1.609,0.009,0.011,11556.0,6010.0,1.0
feature_deviation_obese_raw[STELLATE||Fibrogenesis_Program_Signature],-0.055,0.898,-1.768,1.654,0.008,0.011,13052.0,5914.0,1.0
feature_deviation_obese_raw[STELLATE||Inflammatory_Activation_Signature],0.006,0.899,-1.701,1.711,0.008,0.01,12657.0,6278.0,1.0
feature_deviation_obese_raw[STELLATE||Oxidative_Stress_Response_Signature],-0.003,0.896,-1.688,1.709,0.008,0.012,12207.0,5971.0,1.0
feature_deviation_obese_raw[STELLATE||Wnt_Beta_Catenin_Signaling_Signature],0.153,0.905,-1.555,1.83,0.008,0.011,13034.0,5921.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Adipokine_Response_Signature],-0.283,0.966,-2.19,1.472,0.009,0.013,12522.0,5245.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Angiogenesis_Induction_Signature],-0.101,0.977,-2.044,1.64,0.008,0.012,14198.0,5970.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Apoptosis_Resistance_Signature],-0.259,0.952,-2.006,1.543,0.008,0.011,15365.0,6026.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Autophagy_Dependence_Signature],0.194,0.949,-1.592,1.952,0.008,0.012,12979.0,5879.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Cell_Cycle_Dysregulation_Signature],0.204,0.965,-1.622,2.012,0.008,0.012,15026.0,5596.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Chemokine_Production_Signature],-0.083,0.946,-1.857,1.646,0.007,0.013,18597.0,5569.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Classical_Identity_Signature],0.008,0.954,-1.669,1.902,0.008,0.013,13600.0,5505.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Complement_Activation_Signature],-0.326,0.976,-2.135,1.536,0.008,0.012,13603.0,6224.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||DNA_Damage_Tolerance_Signature],-0.556,0.995,-2.416,1.306,0.01,0.012,9212.0,5740.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||DNA_Repair_Signature],-0.317,0.998,-2.149,1.535,0.008,0.013,14758.0,5135.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||ECM_Remodeling_Signature],-0.062,0.942,-1.837,1.726,0.007,0.012,17923.0,5763.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||ER_Stress_Response_Signature],0.195,0.958,-1.667,1.918,0.008,0.012,12713.0,5645.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Fatty_Acid_Oxidation_Signature],-0.088,0.963,-1.773,1.824,0.007,0.012,17546.0,6058.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Gemcitabine_Resistance_Signature],0.184,0.978,-1.66,2.008,0.008,0.012,13911.0,5819.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Glycolysis_Signature],0.266,0.963,-1.551,2.068,0.008,0.013,15370.0,5344.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Hedgehog_Signaling_Signature],-0.025,0.947,-1.831,1.723,0.008,0.012,13583.0,5783.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Hypoxia_Tolerance_Signature],0.041,0.973,-1.868,1.785,0.007,0.013,17802.0,5284.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Inflammatory_Response_Signature],-0.03,0.983,-1.807,1.868,0.008,0.014,16759.0,4582.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Insulin_Resistance_Signaling],0.032,0.947,-1.735,1.837,0.008,0.012,15201.0,5962.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||JAK_STAT_Signaling_Signature],0.166,0.955,-1.588,1.971,0.008,0.013,15583.0,5871.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||KRAS_Signaling_Signature],0.333,0.977,-1.481,2.175,0.009,0.012,12312.0,6158.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Lipid_Metabolism_Signature],-0.079,0.992,-1.944,1.777,0.008,0.013,15923.0,5800.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||MAPK_Signaling_Signature],0.222,0.96,-1.551,2.025,0.008,0.012,13678.0,5997.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Mitochondrial_Function_Signature],0.141,0.993,-1.727,1.941,0.008,0.015,16202.0,4986.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||NF_kB_Signaling_Signature],0.32,0.959,-1.491,2.117,0.009,0.012,12201.0,6034.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Notch_Signaling_Signature],-0.097,0.937,-1.902,1.604,0.008,0.012,14659.0,5710.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Oxidative_Stress_Response_Signature],-0.1,0.97,-1.968,1.666,0.007,0.013,17023.0,5695.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||PI3K_AKT_Activation_Signature],0.023,0.971,-1.762,1.846,0.007,0.012,18637.0,5616.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Senescence_Signature],0.212,0.958,-1.629,2.009,0.007,0.012,17216.0,6005.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||TGF_Beta_Signaling_Signature],-0.131,0.952,-1.929,1.611,0.008,0.012,15570.0,5709.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||Wnt_Signaling_Signature],-0.13,0.961,-1.938,1.671,0.008,0.013,16222.0,5425.0,1.0
feature_deviation_obese_raw[TUMOR_CLASSICAL||p53_Pathway_Signature],0.162,0.946,-1.653,1.887,0.008,0.012,15592.0,5441.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Adipokine_Signaling_Signature],0.048,0.87,-1.562,1.753,0.008,0.011,11309.0,5604.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Angiogenesis_Induction_Signature],0.313,0.865,-1.338,1.983,0.008,0.011,10517.0,6028.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Chemokine_Production_Signature],0.102,0.856,-1.587,1.695,0.009,0.012,9510.0,4680.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Complement_Activation_Signature],-0.456,0.869,-2.047,1.231,0.009,0.01,8967.0,5942.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Dedifferentiation_Signature],0.153,0.853,-1.436,1.825,0.008,0.01,11322.0,6004.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Lipid_Metabolism_Signature],0.38,0.851,-1.167,2.018,0.009,0.01,9964.0,6451.0,1.0
feature_deviation_obese_raw[TUMOR_EPITHELIAL||Type_I_Interferon_Response_Signature],-0.636,0.895,-2.294,1.084,0.01,0.011,8292.0,6090.0,1.0
feature_deviation_overweight_raw[ACINAR||Calcium_Signaling_Signature],-0.201,0.855,-1.802,1.399,0.01,0.01,7871.0,6274.0,1.0
feature_deviation_overweight_raw[ACINAR||Cell_Death_Resistance_Signature],-0.201,0.862,-1.76,1.561,0.009,0.01,9427.0,5855.0,1.0
feature_deviation_overweight_raw[ACINAR||Insulin_Resistance_Acinar_Signature],-0.12,0.866,-1.77,1.497,0.009,0.011,9102.0,6700.0,1.0
feature_deviation_overweight_raw[ACINAR||Lipid_Storage_Overload_Signature],0.076,0.867,-1.482,1.808,0.009,0.01,9213.0,6361.0,1.0
feature_deviation_overweight_raw[ADIPOCYTES||Adipogenesis_Program_Signature],0.645,0.626,-0.534,1.808,0.008,0.007,5635.0,5705.0,1.0
feature_deviation_overweight_raw[ADIPOCYTES||Extracellular_Matrix_Signature],-0.87,0.638,-2.112,0.245,0.008,0.007,6118.0,5641.0,1.0
feature_deviation_overweight_raw[ADIPOCYTES||Inflammatory_Adipokine_Signature],-0.493,0.605,-1.64,0.621,0.008,0.007,6241.0,5894.0,1.0
feature_deviation_overweight_raw[ADIPOCYTES||Lipid_Storage_Signature],0.704,0.626,-0.417,1.915,0.009,0.007,5276.0,5177.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Apoptosis_Regulation_Signature],0.147,0.955,-1.702,1.835,0.008,0.011,13344.0,6308.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Autophagy_Regulation_Signature],-0.059,0.957,-1.868,1.755,0.007,0.012,16198.0,5890.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Cell_Migration_Signature],-0.001,0.976,-1.773,1.885,0.008,0.013,15175.0,5492.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Collagen_Synthesis_Signature],-0.311,0.966,-2.043,1.56,0.008,0.012,14414.0,6027.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Contractile_Phenotype_Signature],-0.075,0.961,-1.893,1.733,0.008,0.013,15708.0,5404.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||ECM_Production_Signature],-0.108,0.934,-1.832,1.678,0.008,0.011,13021.0,5864.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||ER_Stress_Response_Signature],0.053,0.955,-1.623,1.95,0.008,0.012,14653.0,6093.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Elastin_Synthesis_Signature],-0.023,0.94,-1.776,1.775,0.008,0.011,13526.0,6458.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Fatty_Acid_Oxidation_Signature],0.493,0.999,-1.487,2.308,0.01,0.012,10702.0,6133.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Fibroblast_Identity_Signature],0.101,0.954,-1.707,1.866,0.008,0.013,13335.0,5609.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Fibrosis_Signature],0.168,0.946,-1.535,2.031,0.007,0.012,17017.0,6324.0,1.0
feature_deviation_overweight_raw[FIBROBLASTS||Glycosaminoglycan_Synthesis_Signature],-0.258,0.952,-1.98,1.592,0.008,0.011,14549.0,6346.0,1.0
