,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[23612],-0.195,0.065,-0.312,-0.066,0.001,0.001,10345.0,6456.0,1.0
mu[23613],-0.608,0.088,-0.781,-0.448,0.001,0.001,11299.0,6586.0,1.0
mu[23614],0.006,0.065,-0.115,0.131,0.001,0.001,15903.0,6506.0,1.0
mu[23615],-0.057,0.065,-0.177,0.069,0.001,0.001,15276.0,6305.0,1.0
mu[23616],-0.323,0.066,-0.445,-0.196,0.001,0.001,10452.0,6553.0,1.0
mu[23617],-0.583,0.065,-0.704,-0.46,0.001,0.001,13933.0,6853.0,1.0
mu[23618],-0.148,0.065,-0.271,-0.028,0.001,0.001,14958.0,6346.0,1.0
mu[23619],0.267,0.065,0.145,0.391,0.001,0.001,15429.0,6297.0,1.0
mu[23620],0.163,0.065,0.037,0.284,0.001,0.001,14584.0,6708.0,1.0
mu[23621],-0.659,0.065,-0.783,-0.537,0.001,0.001,13091.0,6582.0,1.0
mu[23622],0.147,0.07,0.02,0.28,0.001,0.001,8915.0,7455.0,1.0
mu[23623],0.144,0.069,0.016,0.275,0.001,0.001,8710.0,6781.0,1.0
mu[23624],-0.092,0.092,-0.254,0.089,0.001,0.001,10543.0,7438.0,1.0
mu[23625],-0.074,0.067,-0.198,0.054,0.001,0.001,13647.0,7559.0,1.0
mu[23626],-0.102,0.067,-0.228,0.023,0.001,0.001,13684.0,7235.0,1.0
mu[23627],-0.006,0.07,-0.137,0.124,0.001,0.001,8689.0,7046.0,1.0
mu[23628],-0.035,0.069,-0.158,0.102,0.001,0.001,9113.0,7612.0,1.0
mu[23629],0.008,0.069,-0.123,0.138,0.001,0.001,9026.0,6053.0,1.0
mu[23630],-0.243,0.068,-0.377,-0.121,0.001,0.001,13004.0,7062.0,1.0
mu[23631],-0.109,0.068,-0.241,0.015,0.001,0.001,13775.0,7103.0,1.0
mu[23632],0.185,0.069,0.055,0.313,0.001,0.001,8397.0,7356.0,1.0
mu[23633],0.195,0.069,0.068,0.326,0.001,0.001,8672.0,7649.0,1.0
mu[23634],-0.065,0.091,-0.233,0.106,0.001,0.001,10018.0,6762.0,1.0
mu[23635],0.084,0.069,-0.047,0.214,0.001,0.001,8812.0,7063.0,1.0
mu[23636],-0.202,0.069,-0.328,-0.067,0.001,0.001,8564.0,7235.0,1.0
mu[23637],0.04,0.07,-0.098,0.166,0.001,0.001,8842.0,6849.0,1.0
mu[23638],-0.172,0.07,-0.302,-0.039,0.001,0.001,8363.0,6268.0,1.0
mu[23639],-0.302,0.067,-0.424,-0.171,0.001,0.001,13267.0,6829.0,1.0
mu[23640],-0.245,0.092,-0.412,-0.068,0.001,0.001,9320.0,6889.0,1.0
mu[23641],-0.122,0.068,-0.247,0.008,0.001,0.001,13366.0,7003.0,1.0
mu[23642],0.025,0.069,-0.101,0.159,0.001,0.001,8711.0,7299.0,1.0
mu[23643],0.011,0.071,-0.122,0.143,0.001,0.001,9119.0,7442.0,1.0
mu[23644],0.055,0.07,-0.082,0.179,0.001,0.001,8919.0,7056.0,1.0
mu[23645],0.104,0.092,-0.062,0.282,0.001,0.001,9638.0,6582.0,1.0
mu[23646],0.149,0.069,0.018,0.277,0.001,0.001,8681.0,6786.0,1.0
mu[23647],-0.285,0.07,-0.412,-0.149,0.001,0.001,8719.0,7366.0,1.0
mu[23648],0.009,0.091,-0.163,0.178,0.001,0.001,10324.0,7169.0,1.0
mu[23649],-0.12,0.069,-0.256,0.003,0.001,0.001,8635.0,7086.0,1.0
mu[23650],-0.019,0.069,-0.147,0.113,0.001,0.001,8887.0,7194.0,1.0
mu[23651],-0.046,0.07,-0.176,0.089,0.001,0.001,8311.0,6944.0,1.0
mu[23652],-0.235,0.092,-0.396,-0.052,0.001,0.001,9835.0,6853.0,1.0
mu[23653],0.091,0.067,-0.031,0.218,0.001,0.001,13808.0,6962.0,1.0
mu[23654],-0.457,0.067,-0.58,-0.33,0.001,0.001,13206.0,5958.0,1.0
mu[23655],0.646,0.069,0.519,0.778,0.001,0.001,8174.0,7240.0,1.0
mu[23656],0.207,0.069,0.072,0.333,0.001,0.001,8679.0,7557.0,1.0
mu[23657],-0.018,0.067,-0.14,0.115,0.001,0.001,12643.0,6881.0,1.0
mu[23658],-0.065,0.067,-0.186,0.064,0.001,0.001,11819.0,7102.0,1.0
mu[23659],0.002,0.067,-0.123,0.128,0.001,0.001,11929.0,7417.0,1.0
mu[23660],-0.058,0.068,-0.187,0.068,0.001,0.001,13976.0,6999.0,1.0
mu[23661],0.008,0.07,-0.125,0.136,0.001,0.001,8628.0,7134.0,1.0
mu[23662],-0.026,0.069,-0.162,0.097,0.001,0.001,8483.0,7091.0,1.0
mu[23663],-0.229,0.091,-0.394,-0.053,0.001,0.001,10147.0,7373.0,1.0
mu[23664],-0.019,0.068,-0.147,0.107,0.001,0.001,12896.0,6960.0,1.0
mu[23665],0.199,0.069,0.073,0.333,0.001,0.001,8817.0,7037.0,1.0
mu[23666],-0.092,0.067,-0.219,0.03,0.001,0.001,13292.0,7356.0,1.0
mu[23667],-0.028,0.091,-0.19,0.15,0.001,0.001,10109.0,6608.0,1.0
mu[23668],0.059,0.069,-0.078,0.181,0.001,0.001,8901.0,6955.0,1.0
mu[23669],0.036,0.069,-0.092,0.168,0.001,0.001,8600.0,6998.0,1.0
mu[23670],-0.161,0.07,-0.287,-0.028,0.001,0.001,8812.0,6770.0,1.0
mu[23671],-0.14,0.068,-0.265,-0.011,0.001,0.001,12641.0,6742.0,1.0
mu[23672],-0.216,0.067,-0.339,-0.087,0.001,0.001,13084.0,7028.0,1.0
mu[23673],-0.117,0.091,-0.29,0.054,0.001,0.001,10056.0,7053.0,1.0
mu[23674],-0.262,0.07,-0.395,-0.136,0.001,0.001,8808.0,6136.0,1.0
mu[23675],0.188,0.069,0.056,0.316,0.001,0.001,8412.0,6248.0,1.0
mu[23676],0.173,0.069,0.04,0.299,0.001,0.001,9020.0,7225.0,1.0
mu[23677],-0.025,0.067,-0.151,0.097,0.001,0.001,12525.0,7221.0,1.0
mu[23678],0.037,0.067,-0.091,0.162,0.001,0.001,13097.0,7082.0,1.0
mu[23679],-0.038,0.069,-0.166,0.095,0.001,0.001,8674.0,7277.0,1.0
mu[23680],0.032,0.067,-0.093,0.158,0.001,0.001,13190.0,7096.0,1.0
mu[23681],-0.198,0.067,-0.323,-0.072,0.001,0.001,12773.0,6855.0,1.0
mu[23682],-0.165,0.069,-0.289,-0.028,0.001,0.001,8307.0,6805.0,1.0
mu[23683],-0.336,0.068,-0.469,-0.215,0.001,0.001,12710.0,6803.0,1.0
mu[23684],-0.088,0.092,-0.256,0.087,0.001,0.001,10742.0,7216.0,1.0
mu[23685],-0.149,0.066,-0.28,-0.029,0.001,0.001,12835.0,6049.0,1.0
mu[23686],0.237,0.091,0.06,0.402,0.001,0.001,10433.0,7118.0,1.0
mu[23687],0.074,0.069,-0.051,0.211,0.001,0.001,8218.0,7221.0,1.0
mu[23688],-0.06,0.07,-0.192,0.069,0.001,0.001,8536.0,7259.0,1.0
mu[23689],0.386,0.07,0.256,0.517,0.001,0.001,8679.0,7186.0,1.0
mu[23690],0.28,0.069,0.152,0.41,0.001,0.001,8428.0,6608.0,1.0
mu[23691],0.017,0.07,-0.114,0.147,0.001,0.001,8838.0,7083.0,1.0
mu[23692],0.049,0.07,-0.082,0.18,0.001,0.001,8751.0,7284.0,1.0
mu[23693],0.235,0.091,0.066,0.404,0.001,0.001,9930.0,6730.0,1.0
mu[23694],-0.074,0.068,-0.203,0.049,0.001,0.001,12722.0,7033.0,1.0
mu[23695],-0.428,0.068,-0.562,-0.307,0.001,0.001,12959.0,6765.0,1.0
mu[23696],-0.008,0.07,-0.137,0.125,0.001,0.001,8605.0,7329.0,1.0
mu[23697],0.01,0.069,-0.12,0.138,0.001,0.001,9032.0,6685.0,1.0
mu[23698],0.261,0.069,0.129,0.388,0.001,0.001,8349.0,7003.0,1.0
mu[23699],0.23,0.07,0.1,0.361,0.001,0.001,8780.0,6866.0,1.0
mu[23700],0.175,0.067,0.055,0.308,0.001,0.001,13999.0,6658.0,1.0
mu[23701],0.448,0.07,0.32,0.583,0.001,0.001,8633.0,7103.0,1.0
mu[23702],-0.177,0.068,-0.307,-0.052,0.001,0.001,13644.0,6646.0,1.0
mu[23703],0.199,0.067,0.076,0.325,0.001,0.001,13578.0,7003.0,1.0
mu[23704],0.382,0.069,0.25,0.509,0.001,0.001,8814.0,7193.0,1.0
mu[23705],-0.301,0.067,-0.432,-0.181,0.001,0.001,12076.0,7403.0,1.0
mu[23706],-0.279,0.091,-0.451,-0.115,0.001,0.001,9866.0,6615.0,1.0
mu[23707],-0.256,0.092,-0.43,-0.082,0.001,0.001,10278.0,7014.0,1.0
mu[23708],0.009,0.068,-0.125,0.127,0.001,0.001,11838.0,7138.0,1.0
mu[23709],0.678,0.067,0.551,0.806,0.001,0.001,11262.0,7531.0,1.0
mu[23710],0.284,0.069,0.155,0.416,0.001,0.001,8452.0,6891.0,1.0
mu[23711],0.182,0.068,0.057,0.312,0.001,0.001,8770.0,6887.0,1.0
mu[23712],-0.075,0.067,-0.196,0.056,0.001,0.001,13248.0,6979.0,1.0
mu[23713],0.07,0.068,-0.056,0.199,0.001,0.001,12238.0,6785.0,1.0
mu[23714],0.023,0.091,-0.146,0.197,0.001,0.001,10206.0,7076.0,1.0
mu[23715],0.186,0.07,0.056,0.318,0.001,0.001,8402.0,7203.0,1.0
mu[23716],-0.087,0.067,-0.212,0.036,0.001,0.001,12738.0,6593.0,1.0
mu[23717],0.385,0.068,0.26,0.512,0.001,0.001,11187.0,6976.0,1.0
mu[23718],-0.019,0.067,-0.147,0.108,0.001,0.001,13896.0,6983.0,1.0
mu[23719],0.096,0.068,-0.03,0.222,0.001,0.001,13669.0,6605.0,1.0
mu[23720],0.158,0.092,-0.005,0.339,0.001,0.001,10065.0,6373.0,1.0
mu[23721],0.005,0.069,-0.121,0.139,0.001,0.001,9031.0,6779.0,1.0
mu[23722],0.216,0.07,0.086,0.348,0.001,0.001,8980.0,7089.0,1.0
mu[23723],0.098,0.068,-0.023,0.232,0.001,0.001,13130.0,7445.0,1.0
mu[23724],0.05,0.069,-0.081,0.18,0.001,0.001,8926.0,6684.0,1.0
mu[23725],0.606,0.069,0.479,0.739,0.001,0.001,7596.0,6684.0,1.0
mu[23726],-0.103,0.069,-0.228,0.03,0.001,0.001,8169.0,6796.0,1.0
mu[23727],-0.103,0.068,-0.225,0.029,0.001,0.001,14257.0,7263.0,1.0
mu[23728],0.083,0.068,-0.046,0.211,0.001,0.001,12435.0,6370.0,1.0
mu[23729],-0.186,0.067,-0.318,-0.063,0.001,0.001,12504.0,6868.0,1.0
mu[23730],-0.035,0.091,-0.202,0.141,0.001,0.001,10482.0,7238.0,1.0
mu[23731],-0.115,0.067,-0.244,0.008,0.001,0.001,12228.0,7303.0,1.0
mu[23732],-0.304,0.068,-0.427,-0.172,0.001,0.001,13968.0,6483.0,1.0
mu[23733],-0.468,0.069,-0.596,-0.338,0.001,0.001,7931.0,7129.0,1.0
mu[23734],0.429,0.068,0.301,0.557,0.001,0.001,11507.0,7117.0,1.0
mu[23735],0.102,0.067,-0.022,0.226,0.001,0.001,11739.0,6573.0,1.0
mu[23736],-0.633,0.069,-0.763,-0.502,0.001,0.001,7885.0,7364.0,1.0
mu[23737],-0.309,0.069,-0.438,-0.181,0.001,0.001,8482.0,7199.0,1.0
mu[23738],-0.022,0.068,-0.148,0.108,0.001,0.001,12689.0,7264.0,1.0
mu[23739],-0.181,0.069,-0.315,-0.056,0.001,0.001,8489.0,6870.0,1.0
mu[23740],-0.624,0.091,-0.79,-0.448,0.001,0.001,9980.0,7350.0,1.0
mu[23741],-0.024,0.068,-0.151,0.103,0.001,0.001,14178.0,7033.0,1.0
mu[23742],-0.087,0.068,-0.219,0.037,0.001,0.001,12921.0,6987.0,1.0
mu[23743],-0.309,0.069,-0.44,-0.179,0.001,0.001,8981.0,7059.0,1.0
mu[23744],-0.613,0.066,-0.731,-0.481,0.001,0.001,12173.0,7411.0,1.0
mu[23745],-0.178,0.067,-0.297,-0.048,0.001,0.001,14060.0,7134.0,1.0
mu[23746],0.237,0.067,0.115,0.365,0.001,0.001,13264.0,7368.0,1.0
mu[23747],0.133,0.068,0.013,0.27,0.001,0.001,12346.0,6496.0,1.0
mu[23748],-0.689,0.067,-0.817,-0.563,0.001,0.001,12099.0,7446.0,1.0
mu[23749],0.112,0.067,-0.016,0.233,0.001,0.001,9720.0,6612.0,1.0
mu[23750],0.108,0.067,-0.015,0.238,0.001,0.001,9791.0,6409.0,1.0
mu[23751],-0.085,0.091,-0.253,0.088,0.001,0.001,11706.0,6557.0,1.0
mu[23752],-0.054,0.066,-0.182,0.067,0.001,0.001,16108.0,6297.0,1.0
mu[23753],-0.082,0.066,-0.2,0.049,0.001,0.001,16880.0,6942.0,1.0
mu[23754],-0.042,0.067,-0.165,0.087,0.001,0.001,10240.0,6881.0,1.0
mu[23755],-0.07,0.066,-0.192,0.056,0.001,0.001,9866.0,6901.0,1.0
mu[23756],-0.027,0.067,-0.155,0.098,0.001,0.001,9778.0,6497.0,1.0
mu[23757],-0.223,0.066,-0.348,-0.099,0.001,0.001,15567.0,6521.0,1.0
mu[23758],-0.09,0.066,-0.211,0.041,0.001,0.001,14705.0,6538.0,1.0
mu[23759],0.15,0.067,0.025,0.277,0.001,0.001,9450.0,6357.0,1.0
mu[23760],0.16,0.067,0.035,0.286,0.001,0.001,9913.0,7170.0,1.0
mu[23761],-0.059,0.09,-0.235,0.104,0.001,0.001,11744.0,7127.0,1.0
mu[23762],0.049,0.067,-0.075,0.175,0.001,0.001,9400.0,6807.0,1.0
mu[23763],-0.237,0.067,-0.363,-0.115,0.001,0.001,9560.0,6699.0,1.0
mu[23764],0.005,0.067,-0.12,0.129,0.001,0.001,10034.0,6736.0,1.0
mu[23765],-0.207,0.067,-0.335,-0.085,0.001,0.001,9570.0,6372.0,1.0
mu[23766],-0.282,0.067,-0.411,-0.16,0.001,0.001,15987.0,6664.0,1.0
mu[23767],-0.238,0.091,-0.41,-0.071,0.001,0.001,11824.0,7055.0,1.0
mu[23768],-0.102,0.067,-0.226,0.025,0.001,0.001,15323.0,6228.0,1.0
mu[23769],-0.01,0.067,-0.131,0.121,0.001,0.001,10018.0,6560.0,1.0
mu[23770],-0.024,0.067,-0.151,0.102,0.001,0.001,9544.0,6718.0,1.0
mu[23771],0.02,0.067,-0.11,0.143,0.001,0.001,9687.0,6663.0,1.0
mu[23772],0.111,0.09,-0.06,0.279,0.001,0.001,10723.0,6334.0,1.0
mu[23773],0.114,0.066,-0.009,0.243,0.001,0.001,9860.0,7022.0,1.0
mu[23774],-0.32,0.067,-0.445,-0.194,0.001,0.001,9474.0,6586.0,1.0
mu[23775],0.015,0.09,-0.152,0.185,0.001,0.001,11524.0,6581.0,1.0
mu[23776],-0.155,0.066,-0.281,-0.031,0.001,0.001,9541.0,6969.0,1.0
mu[23777],-0.055,0.067,-0.182,0.069,0.001,0.001,9550.0,6723.0,1.0
mu[23778],-0.081,0.067,-0.208,0.045,0.001,0.001,9444.0,7036.0,1.0
mu[23779],-0.229,0.091,-0.391,-0.051,0.001,0.001,11265.0,6904.0,1.0
mu[23780],0.111,0.066,-0.012,0.234,0.001,0.001,15382.0,6821.0,1.0
mu[23781],-0.437,0.067,-0.572,-0.319,0.001,0.001,15831.0,6782.0,1.0
mu[23782],0.611,0.067,0.488,0.742,0.001,0.001,8749.0,7526.0,1.0
mu[23783],0.171,0.066,0.046,0.295,0.001,0.001,9372.0,7033.0,1.0
mu[23784],0.001,0.066,-0.121,0.128,0.001,0.001,14765.0,6277.0,1.0
mu[23785],-0.046,0.067,-0.178,0.073,0.001,0.001,15375.0,6460.0,1.0
mu[23786],0.021,0.067,-0.109,0.142,0.001,0.001,15605.0,6619.0,1.0
mu[23787],-0.038,0.066,-0.158,0.09,0.001,0.001,14187.0,6435.0,1.0
mu[23788],-0.027,0.067,-0.157,0.093,0.001,0.001,9598.0,6741.0,1.0
mu[23789],-0.061,0.066,-0.184,0.063,0.001,0.001,9592.0,7275.0,1.0
mu[23790],-0.222,0.09,-0.392,-0.052,0.001,0.001,11422.0,6992.0,1.0
mu[23791],0.001,0.066,-0.123,0.124,0.001,0.001,14867.0,6914.0,1.0
mu[23792],0.164,0.067,0.034,0.285,0.001,0.001,9587.0,6771.0,1.0
mu[23793],-0.073,0.066,-0.192,0.055,0.001,0.001,16317.0,6989.0,1.0
mu[23794],-0.021,0.09,-0.188,0.149,0.001,0.001,10658.0,7047.0,1.0
mu[23795],0.024,0.067,-0.094,0.158,0.001,0.001,9919.0,7178.0,1.0
mu[23796],0.001,0.067,-0.125,0.127,0.001,0.001,10049.0,6817.0,1.0
mu[23797],-0.196,0.067,-0.322,-0.071,0.001,0.001,9468.0,7127.0,1.0
mu[23798],-0.12,0.067,-0.245,0.007,0.001,0.001,14812.0,6485.0,1.0
mu[23799],-0.196,0.066,-0.325,-0.076,0.001,0.001,14730.0,6711.0,1.0
mu[23800],-0.11,0.09,-0.282,0.054,0.001,0.001,11279.0,6065.0,1.0
mu[23801],-0.297,0.067,-0.428,-0.179,0.001,0.001,9327.0,6561.0,1.0
mu[23802],0.153,0.067,0.025,0.275,0.001,0.001,9374.0,6408.0,1.0
mu[23803],0.138,0.067,0.008,0.262,0.001,0.001,10149.0,6912.0,1.0
mu[23804],-0.005,0.066,-0.13,0.117,0.001,0.001,15205.0,6910.0,1.0
mu[23805],0.056,0.066,-0.067,0.178,0.001,0.001,13960.0,6642.0,1.0
mu[23806],-0.073,0.067,-0.204,0.047,0.001,0.001,9842.0,6989.0,1.0
mu[23807],0.052,0.065,-0.071,0.173,0.001,0.001,15421.0,7084.0,1.0
mu[23808],-0.179,0.067,-0.302,-0.053,0.001,0.001,15357.0,6277.0,1.0
mu[23809],-0.2,0.066,-0.323,-0.079,0.001,0.001,8999.0,6408.0,1.0
mu[23810],-0.316,0.066,-0.436,-0.192,0.001,0.001,15054.0,6377.0,1.0
mu[23811],-0.081,0.09,-0.246,0.088,0.001,0.001,12044.0,7155.0,1.0
mu[23812],-0.129,0.067,-0.263,-0.013,0.001,0.001,15926.0,6724.0,1.0
mu[23813],0.244,0.09,0.081,0.419,0.001,0.001,11324.0,7306.0,1.0
mu[23814],0.039,0.067,-0.089,0.162,0.001,0.001,9580.0,6725.0,1.0
mu[23815],-0.095,0.066,-0.223,0.026,0.001,0.001,9427.0,6927.0,1.0
mu[23816],0.351,0.066,0.229,0.477,0.001,0.001,9578.0,6591.0,1.0
mu[23817],0.245,0.066,0.112,0.363,0.001,0.001,9408.0,6756.0,1.0
mu[23818],-0.018,0.067,-0.14,0.11,0.001,0.001,10035.0,7132.0,1.0
mu[23819],0.014,0.067,-0.114,0.136,0.001,0.001,9873.0,6762.0,1.0
mu[23820],0.241,0.089,0.078,0.416,0.001,0.001,11540.0,7108.0,1.0
mu[23821],-0.054,0.066,-0.18,0.069,0.001,0.001,15259.0,6589.0,1.0
mu[23822],-0.409,0.067,-0.532,-0.28,0.001,0.001,14319.0,6555.0,1.0
mu[23823],-0.044,0.067,-0.17,0.078,0.001,0.001,9466.0,6288.0,1.0
mu[23824],-0.025,0.067,-0.158,0.096,0.001,0.001,9825.0,6980.0,1.0
mu[23825],0.226,0.067,0.099,0.352,0.001,0.001,9304.0,7326.0,1.0
mu[23826],0.195,0.067,0.063,0.317,0.001,0.001,9370.0,7321.0,1.0
mu[23827],0.194,0.067,0.063,0.313,0.001,0.001,15292.0,6966.0,1.0
mu[23828],0.413,0.067,0.286,0.538,0.001,0.001,9573.0,6919.0,1.0
mu[23829],-0.157,0.066,-0.285,-0.038,0.001,0.001,14720.0,6869.0,1.0
mu[23830],0.219,0.066,0.098,0.346,0.001,0.001,14217.0,6740.0,1.0
mu[23831],0.347,0.067,0.221,0.474,0.001,0.001,9439.0,6576.0,1.0
mu[23832],-0.281,0.066,-0.408,-0.161,0.001,0.001,14113.0,6838.0,1.0
mu[23833],-0.273,0.09,-0.439,-0.103,0.001,0.001,11517.0,6541.0,1.0
mu[23834],-0.249,0.09,-0.419,-0.08,0.001,0.001,10066.0,6506.0,1.0
mu[23835],0.029,0.066,-0.091,0.157,0.001,0.001,14958.0,6789.0,1.0
mu[23836],0.697,0.066,0.577,0.827,0.001,0.001,13031.0,6647.0,1.0
mu[23837],0.249,0.067,0.122,0.375,0.001,0.001,9449.0,7033.0,1.0
mu[23838],0.146,0.066,0.018,0.264,0.001,0.001,9492.0,6765.0,1.0
mu[23839],-0.055,0.066,-0.181,0.068,0.001,0.001,15909.0,6613.0,1.0
mu[23840],0.089,0.067,-0.036,0.214,0.001,0.001,15792.0,6620.0,1.0
mu[23841],0.03,0.09,-0.13,0.206,0.001,0.001,10998.0,6964.0,1.0
mu[23842],0.151,0.067,0.021,0.273,0.001,0.001,9651.0,6933.0,1.0
mu[23843],-0.068,0.066,-0.189,0.055,0.001,0.001,15597.0,6783.0,1.0
mu[23844],0.404,0.067,0.286,0.536,0.001,0.001,12947.0,6638.0,1.0
mu[23845],0.0,0.067,-0.127,0.126,0.001,0.001,14978.0,6177.0,1.0
mu[23846],0.116,0.066,-0.011,0.239,0.001,0.001,14652.0,6576.0,1.0
mu[23847],0.165,0.09,0.004,0.341,0.001,0.001,11734.0,7119.0,1.0
mu[23848],-0.03,0.067,-0.157,0.094,0.001,0.001,10169.0,6550.0,1.0
mu[23849],0.181,0.067,0.059,0.309,0.001,0.001,10265.0,6725.0,1.0
mu[23850],0.118,0.067,-0.011,0.239,0.001,0.001,15596.0,6594.0,1.0
mu[23851],0.015,0.067,-0.108,0.144,0.001,0.001,9802.0,6807.0,1.0
mu[23852],0.571,0.066,0.452,0.7,0.001,0.001,8462.0,6182.0,1.0
mu[23853],-0.138,0.066,-0.266,-0.017,0.001,0.001,9247.0,6632.0,1.0
mu[23854],-0.084,0.065,-0.207,0.037,0.001,0.001,14881.0,7185.0,1.0
mu[23855],0.103,0.066,-0.021,0.227,0.001,0.001,15407.0,6506.0,1.0
mu[23856],-0.167,0.066,-0.288,-0.043,0.001,0.001,15202.0,6711.0,1.0
mu[23857],-0.029,0.09,-0.204,0.134,0.001,0.001,11936.0,7088.0,1.0
mu[23858],-0.096,0.066,-0.225,0.025,0.001,0.001,15393.0,6716.0,1.0
mu[23859],-0.285,0.067,-0.412,-0.162,0.001,0.001,16132.0,7019.0,1.0
mu[23860],-0.503,0.067,-0.631,-0.381,0.001,0.001,9341.0,6452.0,1.0
mu[23861],0.448,0.067,0.325,0.575,0.001,0.001,13549.0,6678.0,1.0
mu[23862],0.122,0.067,-0.016,0.239,0.001,0.001,15343.0,6138.0,1.0
mu[23863],-0.668,0.067,-0.797,-0.544,0.001,0.001,8673.0,6846.0,1.0
mu[23864],-0.344,0.067,-0.467,-0.218,0.001,0.001,9620.0,6887.0,1.0
mu[23865],-0.003,0.067,-0.129,0.123,0.001,0.001,16477.0,6537.0,1.0
mu[23866],-0.216,0.067,-0.336,-0.085,0.001,0.001,9417.0,6503.0,1.0
mu[23867],-0.617,0.09,-0.793,-0.454,0.001,0.001,11258.0,7239.0,1.0
mu[23868],-0.004,0.066,-0.131,0.118,0.001,0.001,16045.0,6642.0,1.0
mu[23869],-0.067,0.066,-0.192,0.058,0.001,0.001,16758.0,6745.0,1.0
mu[23870],-0.344,0.067,-0.469,-0.217,0.001,0.001,9580.0,7161.0,1.0
mu[23871],-0.593,0.066,-0.721,-0.472,0.001,0.001,12862.0,7003.0,1.0
mu[23872],-0.159,0.066,-0.288,-0.039,0.001,0.001,15587.0,6819.0,1.0
mu[23873],0.256,0.067,0.138,0.39,0.001,0.001,15514.0,6408.0,1.0
mu[23874],0.152,0.067,0.025,0.276,0.001,0.001,14058.0,6121.0,1.0
mu[23875],-0.669,0.066,-0.792,-0.545,0.001,0.001,12455.0,7209.0,1.0
mu[23876],0.108,0.068,-0.024,0.231,0.001,0.001,9258.0,6025.0,1.0
mu[23877],0.105,0.068,-0.019,0.234,0.001,0.001,9330.0,6250.0,1.0
mu[23878],-0.121,0.097,-0.304,0.062,0.001,0.001,8154.0,6862.0,1.0
mu[23879],-0.04,0.067,-0.157,0.095,0.001,0.001,14400.0,7025.0,1.0
mu[23880],-0.068,0.067,-0.193,0.062,0.001,0.001,14456.0,6590.0,1.0
mu[23881],-0.045,0.069,-0.173,0.084,0.001,0.001,8845.0,6786.0,1.0
mu[23882],-0.073,0.068,-0.193,0.06,0.001,0.001,9110.0,6634.0,1.0
mu[23883],-0.03,0.068,-0.162,0.095,0.001,0.001,9304.0,6955.0,1.0
mu[23884],-0.208,0.067,-0.33,-0.079,0.001,0.001,14294.0,6650.0,1.0
mu[23885],-0.075,0.068,-0.202,0.053,0.001,0.001,14230.0,6868.0,1.0
mu[23886],0.147,0.067,0.013,0.267,0.001,0.001,8877.0,6985.0,1.0
mu[23887],0.157,0.068,0.025,0.283,0.001,0.001,9502.0,6634.0,1.0
mu[23888],-0.094,0.097,-0.281,0.085,0.001,0.001,8394.0,7085.0,1.0
mu[23889],0.046,0.069,-0.085,0.172,0.001,0.001,9547.0,7375.0,1.0
mu[23890],-0.24,0.068,-0.373,-0.117,0.001,0.001,9038.0,6300.0,1.0
mu[23891],0.002,0.067,-0.122,0.129,0.001,0.001,8930.0,7063.0,1.0
mu[23892],-0.21,0.069,-0.339,-0.08,0.001,0.001,9273.0,7608.0,1.0
mu[23893],-0.268,0.068,-0.396,-0.138,0.001,0.001,14105.0,7254.0,1.0
mu[23894],-0.274,0.097,-0.462,-0.096,0.001,0.001,8473.0,7112.0,1.0
mu[23895],-0.088,0.067,-0.216,0.039,0.001,0.001,14874.0,6673.0,1.0
mu[23896],-0.013,0.068,-0.141,0.114,0.001,0.001,9736.0,6881.0,1.0
mu[23897],-0.027,0.069,-0.16,0.101,0.001,0.001,9584.0,7364.0,1.0
mu[23898],0.017,0.068,-0.108,0.147,0.001,0.001,9160.0,6015.0,1.0
mu[23899],0.075,0.097,-0.12,0.252,0.001,0.001,8494.0,7148.0,1.0
mu[23900],0.11,0.067,-0.012,0.238,0.001,0.001,9630.0,7080.0,1.0
mu[23901],-0.323,0.068,-0.448,-0.194,0.001,0.001,9437.0,6564.0,1.0
mu[23902],-0.02,0.097,-0.21,0.153,0.001,0.001,8576.0,6959.0,1.0
mu[23903],-0.158,0.067,-0.286,-0.036,0.001,0.001,9259.0,6450.0,1.0
mu[23904],-0.058,0.068,-0.188,0.067,0.001,0.001,9335.0,6989.0,1.0
mu[23905],-0.084,0.069,-0.213,0.043,0.001,0.001,9825.0,6977.0,1.0
mu[23906],-0.264,0.097,-0.448,-0.084,0.001,0.001,8405.0,6688.0,1.0
mu[23907],0.125,0.067,-0.006,0.246,0.001,0.001,14462.0,6688.0,1.0
mu[23908],-0.423,0.068,-0.55,-0.293,0.001,0.001,15186.0,6915.0,1.0
mu[23909],0.608,0.068,0.474,0.727,0.001,0.001,8384.0,6786.0,1.0
mu[23910],0.168,0.068,0.04,0.297,0.001,0.001,9850.0,7267.0,1.0
mu[23911],0.016,0.067,-0.109,0.145,0.001,0.001,13987.0,6374.0,1.0
mu[23912],-0.031,0.067,-0.165,0.089,0.001,0.001,14856.0,7009.0,1.0
mu[23913],0.036,0.067,-0.1,0.155,0.001,0.001,14103.0,7061.0,1.0
mu[23914],-0.024,0.066,-0.152,0.099,0.001,0.001,14217.0,6545.0,1.0
mu[23915],-0.03,0.068,-0.158,0.096,0.001,0.001,8827.0,6229.0,1.0
mu[23916],-0.064,0.068,-0.192,0.066,0.001,0.001,9322.0,6595.0,1.0
