Sample,CellType,Signature,Z
C3L-00599,B CELLS,Hypoxia_Response_Signature,-0.6053826164834848
C3L-00622,B CELLS,Hypoxia_Response_Signature,-0.2000326609853651
C3L-00625,B CELLS,Hypoxia_Response_Signature,-0.5428779075835298
C3L-00640,B CELLS,Hypoxia_Response_Signature,-0.7074534577488437
C3L-00819,B CELLS,Hypoxia_Response_Signature,0.0261897307889928
C3L-00881,B CELLS,Hypoxia_Response_Signature,1.8888114096481383
C3L-00928,B CELLS,Hypoxia_Response_Signature,0.6249225767166517
C3L-01031,B CELLS,Hypoxia_Response_Signature,-0.2266229544879115
C3L-01036,B CELLS,Hypoxia_Response_Signature,-0.8100862780335437
C3L-01037,B CELLS,Hypoxia_Response_Signature,0.2744502695146375
C3L-01051,B CELLS,Hypoxia_Response_Signature,-0.1170044737879372
C3L-01052,B CELLS,Hypoxia_Response_Signature,-0.9108446290327544
C3L-01053,B CELLS,Hypoxia_Response_Signature,0.0730865336897873
C3L-01054,B CELLS,Hypoxia_Response_Signature,0.5296753412985105
C3L-01124,B CELLS,Hypoxia_Response_Signature,0.2843967402089821
C3L-01328,B CELLS,Hypoxia_Response_Signature,-0.6877909207868962
C3L-01453,B CELLS,Hypoxia_Response_Signature,1.427469706861008
C3L-01598,B CELLS,Hypoxia_Response_Signature,2.4861601294976854
C3L-01637,B CELLS,Hypoxia_Response_Signature,1.259052331998298
C3L-01662,B CELLS,Hypoxia_Response_Signature,-0.5606119844995067
C3L-01687,B CELLS,Hypoxia_Response_Signature,0.6991768290571201
C3L-01689,B CELLS,Hypoxia_Response_Signature,-0.7143043268568356
C3L-01703,B CELLS,Hypoxia_Response_Signature,-0.391247059231303
C3L-01971,B CELLS,Hypoxia_Response_Signature,-0.4731010784439405
C3L-02109,B CELLS,Hypoxia_Response_Signature,0.0208962532510454
C3L-02112,B CELLS,Hypoxia_Response_Signature,0.092537434561454
C3L-02115,B CELLS,Hypoxia_Response_Signature,-0.4726385594733105
C3L-02116,B CELLS,Hypoxia_Response_Signature,2.2314995725625955
C3L-02118,B CELLS,Hypoxia_Response_Signature,1.4845982368272803
C3L-02463,B CELLS,Hypoxia_Response_Signature,0.3576382900984232
C3L-02604,B CELLS,Hypoxia_Response_Signature,-0.5420878305545689
C3L-02606,B CELLS,Hypoxia_Response_Signature,-0.9352768477565716
C3L-02610,B CELLS,Hypoxia_Response_Signature,-0.3733315713873011
C3L-02613,B CELLS,Hypoxia_Response_Signature,-0.2530350451238158
C3L-02701,B CELLS,Hypoxia_Response_Signature,0.0023221657611962
C3L-02809,B CELLS,Hypoxia_Response_Signature,-0.5546674872771904
C3L-02890,B CELLS,Hypoxia_Response_Signature,-0.4316840475768096
C3L-02897,B CELLS,Hypoxia_Response_Signature,-0.6618084931945979
C3L-02899,B CELLS,Hypoxia_Response_Signature,-0.3922633347295642
C3L-03123,B CELLS,Hypoxia_Response_Signature,1.2386249801197025
C3L-03356,B CELLS,Hypoxia_Response_Signature,-0.2099986279508141
C3L-03388,B CELLS,Hypoxia_Response_Signature,0.6653382397123837
C3L-03394,B CELLS,Hypoxia_Response_Signature,-0.5112861589942992
C3L-03395,B CELLS,Hypoxia_Response_Signature,-0.1106079774625779
C3L-03628,B CELLS,Hypoxia_Response_Signature,0.2881115136498005
C3L-03630,B CELLS,Hypoxia_Response_Signature,0.1053578710772342
C3L-03632,B CELLS,Hypoxia_Response_Signature,-0.5440211573127477
C3L-03635,B CELLS,Hypoxia_Response_Signature,-0.3598893198872868
C3L-03639,B CELLS,Hypoxia_Response_Signature,-0.5660421428850797
C3L-03743,B CELLS,Hypoxia_Response_Signature,-0.4836475448571244
C3L-04027,B CELLS,Hypoxia_Response_Signature,-0.949034135816977
C3L-04080,B CELLS,Hypoxia_Response_Signature,-0.2181726641616093
C3L-04473,B CELLS,Hypoxia_Response_Signature,1.1100669556385896
C3L-04475,B CELLS,Hypoxia_Response_Signature,-0.4063535817649833
C3L-04479,B CELLS,Hypoxia_Response_Signature,0.4180404825558463
C3L-04495,B CELLS,Hypoxia_Response_Signature,0.0169217781857127
C3L-04848,B CELLS,Hypoxia_Response_Signature,0.4778377745985235
C3L-04853,B CELLS,Hypoxia_Response_Signature,-0.3188499931743902
C3N-00198,B CELLS,Hypoxia_Response_Signature,0.4727281510820962
C3N-00249,B CELLS,Hypoxia_Response_Signature,0.7630969858097436
C3N-00302,B CELLS,Hypoxia_Response_Signature,0.0009399972685781
C3N-00303,B CELLS,Hypoxia_Response_Signature,0.094451464445887
C3N-00436,B CELLS,Hypoxia_Response_Signature,-0.1961718238898037
C3N-00511,B CELLS,Hypoxia_Response_Signature,-0.444876323673585
C3N-00512,B CELLS,Hypoxia_Response_Signature,2.073549654519217
C3N-00514,B CELLS,Hypoxia_Response_Signature,0.3041655394350677
C3N-00516,B CELLS,Hypoxia_Response_Signature,-0.4536200535462444
C3N-00517,B CELLS,Hypoxia_Response_Signature,-0.8395405658701272
C3N-00518,B CELLS,Hypoxia_Response_Signature,-0.9354420297308182
C3N-00957,B CELLS,Hypoxia_Response_Signature,-0.1346492887978558
C3N-01011,B CELLS,Hypoxia_Response_Signature,0.0558952611039082
C3N-01012,B CELLS,Hypoxia_Response_Signature,-0.283632050759356
C3N-01165,B CELLS,Hypoxia_Response_Signature,-0.1180738308713839
C3N-01167,B CELLS,Hypoxia_Response_Signature,-0.5267216374122381
C3N-01168,B CELLS,Hypoxia_Response_Signature,-0.4713703770213632
C3N-01375,B CELLS,Hypoxia_Response_Signature,-0.5428712639024584
C3N-01380,B CELLS,Hypoxia_Response_Signature,-0.4659338838516491
C3N-01381,B CELLS,Hypoxia_Response_Signature,-0.882225200285507
C3N-01382,B CELLS,Hypoxia_Response_Signature,-0.458351197718255
C3N-01383,B CELLS,Hypoxia_Response_Signature,-0.3382448862466305
C3N-01502,B CELLS,Hypoxia_Response_Signature,-0.0677515059543694
C3N-01714,B CELLS,Hypoxia_Response_Signature,1.5335441482213723
C3N-01715,B CELLS,Hypoxia_Response_Signature,-0.0434853326458306
C3N-01716,B CELLS,Hypoxia_Response_Signature,-0.3031620547448284
C3N-01719,B CELLS,Hypoxia_Response_Signature,-0.1201330837070434
C3N-01998,B CELLS,Hypoxia_Response_Signature,-0.2276883008738064
C3N-02010,B CELLS,Hypoxia_Response_Signature,0.2861989549319155
C3N-02295,B CELLS,Hypoxia_Response_Signature,-0.1992058562091179
C3N-02573,B CELLS,Hypoxia_Response_Signature,-0.4705077833056131
C3N-02579,B CELLS,Hypoxia_Response_Signature,-0.3381785940766652
C3N-02585,B CELLS,Hypoxia_Response_Signature,-0.2267736283870135
C3N-02589,B CELLS,Hypoxia_Response_Signature,-0.0945223768451161
C3N-02592,B CELLS,Hypoxia_Response_Signature,-0.4825809364372016
C3N-02768,B CELLS,Hypoxia_Response_Signature,0.5501354624511734
C3N-02940,B CELLS,Hypoxia_Response_Signature,-0.2920368358247295
C3N-02944,B CELLS,Hypoxia_Response_Signature,0.7708411322093832
C3N-02971,B CELLS,Hypoxia_Response_Signature,0.9567989349861424
C3N-02998,B CELLS,Hypoxia_Response_Signature,0.4613679348267355
C3N-03000,B CELLS,Hypoxia_Response_Signature,-0.6767264575670106
C3N-03007,B CELLS,Hypoxia_Response_Signature,0.0705466172036054
C3N-03061,B CELLS,Hypoxia_Response_Signature,0.1949671188602997
C3N-03086,B CELLS,Hypoxia_Response_Signature,-0.5376962378364872
C3N-03173,B CELLS,Hypoxia_Response_Signature,-0.3434928101708452
C3N-03190,B CELLS,Hypoxia_Response_Signature,0.1063785045227371
